huisnummer;postcode;woonplaats;lat;lon
111;7412XW;Deventer;52.2608223513394;6.14182606362672
115;7415KD;Deventer;52.2687412020002;6.168052898699571
141;8261EW;Kampen;52.561655253781396;5.91129808954039
106;7412HM;Deventer;52.2631087279697;6.134382338272589
47;8265MT;Kampen;52.545552285683605;5.898889243853401
39;8019ZD;Zwolle;52.50644836315661;6.0696895531569695
130;8014RT;Zwolle;52.4826761498536;6.11630840163234
30;8264DX;Kampen;52.557951269336;5.89935063374472
6;7411PV;Deventer;52.25452036482739;6.1559694826046805
3;8265SH;Kampen;52.541497350393705;5.9039978202765795
136;7411VN;Deventer;52.251114114961005;6.15854915056295
100;7413TS;Deventer;52.26335700092589;6.15361542602939
32;8265HG;Kampen;52.551890614985396;5.899918183976929
57;8022PH;Zwolle;52.516843628812396;6.10954173639085
51;7412XR;Deventer;52.2606404664196;6.14374302137456
31;7411EL;Deventer;52.2515191032485;6.16330314872778
39;8011GK;Zwolle;52.5064370743056;6.094157229978629
30;7411CM;Deventer;52.2515159131423;6.1661811465758
6;7411JP;Deventer;52.2522599438654;6.156586153263849
164;8265WL;Kampen;52.545688205686;5.91670811811686
12;8017JW;Zwolle;52.5038132076425;6.08460023490725
11;8266JW;Kampen;52.53720560911489;5.93635562507712
5;8261KB;Kampen;52.554359309611904;5.9195444576893195
19;7412VJ;Deventer;52.26034122828529;6.15130982657154
24;8261HS;Kampen;52.555948223598605;5.9199891969828995
6;8032XX;Zwolle;52.534759378046104;6.1039617368581
58;8031EX;Zwolle;52.523663439397104;6.08188285198359
37;8032DT;Zwolle;52.52880636861529;6.09942765045636
60;8012AP;Zwolle;52.5038393545571;6.09972764794069
4;8265TC;Kampen;52.53862730949929;5.909031587527259
167;8043XZ;Zwolle;52.5275596017139;6.05876743244519
15;8021ET;Zwolle;52.517064649321796;6.08808700311486
138;8266GM;Kampen;52.545442677916405;5.921929143322901
42;7413XX;Deventer;52.2591836576871;6.16217359223109
30;7414VM;Deventer;52.277732531620394;6.14126319782656
23;8042GW;Zwolle;52.521439575264104;6.044132657863161
214;7423XS;Deventer;52.25122875935661;6.2083407250039695
3;8024XG;Zwolle;52.520559604385994;6.1369615872125305
459;8043VD;Zwolle;52.530457486595296;6.0534020018148205
230;8023XN;Zwolle;52.507976922816404;6.11488262896009
79;8265CB;Kampen;52.549740557222606;5.908421621491421
94;8014VM;Zwolle;52.483043318921204;6.11597731112872
32;8042NR;Zwolle;52.518472085027504;6.04712353894643
13;8021DT;Zwolle;52.5171825970732;6.091364034044
24;8265AC;Kampen;52.551115072169;5.9106689950240705
80;7414EG;Deventer;52.272595134509004;6.152806374334741
7;7425HM;Deventer;52.262942534768;6.227204703171519
113;7415KD;Deventer;52.2687499954245;6.168082354059759
28;8265LA;Kampen;52.550599651401996;5.89122853915287
46;8266DL;Kampen;52.54927709283071;5.9209277638194004
54;8261GD;Kampen;52.555150432279795;5.91626456300079
14;8031ZW;Zwolle;52.524389739862;6.08616578996063
67;7412GX;Deventer;52.2660614500212;6.13054668663227
3;8266KE;Kampen;52.536542554368204;5.9257997063192
28;8011NL;Zwolle;52.5099280177355;6.0940975381478
1;7425BP;Deventer;52.257240028968496;6.22523687577384
150;7412SP;Deventer;52.2636078365298;6.136306806830451
31;7423HE;Deventer;52.2538557269548;6.2054015044398705
7;8012DS;Zwolle;52.5060514218066;6.102521043500861
4;8012EV;Zwolle;52.5069648996492;6.10416951657949
8;7422NW;Deventer;52.246789935727904;6.21138104109011
10;7425NZ;Deventer;52.25682591423221;6.23613505451607
30;7425RS;Deventer;52.2665562042959;6.234389359870889
315;7415LX;Deventer;52.2688607949215;6.1616312943869005
16;8043TW;Zwolle;52.53893849394301;6.03353727258594
4;8266BH;Kampen;52.5469951268524;5.921972631318849
114;8016CB;Zwolle;52.484358482120705;6.0992623126535594
1;7413DA;Deventer;52.26081270251429;6.167432827628519
28;8265DN;Kampen;52.5489861382996;5.90301014599365
12;8262VJ;Kampen;52.5598469463836;5.9046651185242105
54;7411AV;Deventer;52.249375102558005;6.167551914116269
117;8021XA;Zwolle;52.5192056314718;6.09821288018599
11;8014EP;Zwolle;52.4907738472813;6.11354098533659
13;8266JJ;Kampen;52.53775396830849;5.93315397888247
22;8265RH;Kampen;52.5414706884838;5.909148393749289
13;8031ZL;Zwolle;52.524505010127896;6.08926219177191
156;8262BX;Kampen;52.562536461258205;5.900356516974009
29;7416WB;Deventer;52.257758142231;6.17685627962416
9;7411LC;Deventer;52.2538535536746;6.15560763798622
6;7412RH;Deventer;52.26623706883039;6.13698102864644
17;8266CZ;Kampen;52.5486335698384;5.922750734068769
231;8031KH;Zwolle;52.5295365842906;6.08351072947816
35;8265DV;Kampen;52.54950890640801;5.90351252027085
72;7415ZJ;Deventer;52.274777924207896;6.1617240022295
6;8014DD;Zwolle;52.489190266811804;6.1125677328144095
24;8017LJ;Zwolle;52.4925467935454;6.099243123544849
39;7415SX;Deventer;52.2673235909607;6.165559935111741
26;8265MC;Kampen;52.5460336209108;5.90091983710773
213;7424AA;Deventer;52.263677700527104;6.221124649727781
294;8022AP;Zwolle;52.521289361259;6.113818007777961
1;8266JN;Kampen;52.535974949906596;5.935172254926321
97;7412CG;Deventer;52.2588285953909;6.14438478737275
8;8024BP;Zwolle;52.525888906724504;6.1346829376122
36;8266DW;Kampen;52.550204246736605;5.91967611273766
29;8266LA;Kampen;52.532688191716794;5.9278048325738295
35;8016MP;Zwolle;52.47681801979879;6.10890443108566
44;7411RS;Deventer;52.2568271682144;6.15121893941275
37;8017NH;Zwolle;52.494137661642505;6.09487420960083
12;8266JB;Kampen;52.539268008315105;5.93203538699677
20;7411MA;Deventer;52.2463508145456;6.1697406466124995
3;8015AH;Zwolle;52.47392463882811;6.1200637444113495
31;8265DV;Kampen;52.5497041979573;5.90384387870319
51;8266AK;Kampen;52.5493113868036;5.9244216360254
13;8032ND;Zwolle;52.54000742694261;6.093779406880441
32;8261LK;Kampen;52.55051871608401;5.92477909071552
7;7417BC;Deventer;52.2547839653732;6.18400624780774
67;7411JB;Deventer;52.25225090322039;6.159531712056559
12;7421AW;Deventer;52.244776462701395;6.21908581839074
25;8265HR;Kampen;52.552584131911004;5.89183810663185
40;7423GB;Deventer;52.2517104069145;6.202389131739321
3;8261BS;Kampen;52.5590386180213;5.91572867971746
103;8022SV;Zwolle;52.524118905886795;6.1148547908173
4;8265LN;Kampen;52.5515221176128;5.88961929807415
108;7412CK;Deventer;52.259620509993496;6.14283099331743
39;7419BT;Deventer;52.24945000188829;6.1442448860230705
33;7412ZJ;Deventer;52.261844198273494;6.142031600718419
6;8019BS;Zwolle;52.4983841098576;6.06681325776572
11;8265BA;Kampen;52.54874773239511;5.90753229201317
114;8011AK;Zwolle;52.5109791481824;6.0854382779549505
122;8265GJ;Kampen;52.555127469403;5.90420034112962
13;7422MJ;Deventer;52.2482025153793;6.2088893704802315
102;8023SH;Zwolle;52.5121443045838;6.106082195493981
35;8265HN;Kampen;52.55323503606971;5.89061850199409
26;7423HM;Deventer;52.2537404483966;6.20387624309904
16;7424BG;Deventer;52.260595229253504;6.217229114553269
23;8265TW;Kampen;52.536438399652795;5.91564480425501
87;8266GD;Kampen;52.5440812015378;5.92008564858716
15;8261HL;Kampen;52.555480520439396;5.91863016172642
3;8265SX;Kampen;52.537624859519994;5.912713862372559
9;8261HN;Kampen;52.55685403478021;5.9166614071897605
36;8042GD;Zwolle;52.5224629921565;6.04278967202783
18;8011AK;Zwolle;52.5113827317863;6.085873930533019
16;8265EB;Kampen;52.5507139238727;5.90200267710804
2;7423HV;Deventer;52.254798103602;6.2030022575437
44;8014EC;Zwolle;52.492554375233794;6.11347758551105
55;8265GS;Kampen;52.552037913567496;5.895743974426611
12;8261LH;Kampen;52.5524140416254;5.92251409117739
29;8016CR;Zwolle;52.4818252354014;6.10095614859146
56;8266BM;Kampen;52.548227224703105;5.91601894590362
100;8265JL;Kampen;52.552813873142995;5.88805198903587
36;7412XC;Deventer;52.261718422607096;6.14925321777846
28;8262DK;Kampen;52.5623262506151;5.90644766689726
112;8043BV;Zwolle;52.53478902659229;6.062172428502519
14;7412NH;Deventer;52.26923424078;6.1363283372975
32;7417BJ;Deventer;52.253301816074895;6.1703991530367395
34;7412XT;Deventer;52.260908655895;6.1437903402390095
23;8011XE;Zwolle;52.51502587178929;6.0914520541262105
94;8013SG;Zwolle;52.49852168053471;6.11398905504426
9;7425AM;Deventer;52.25547509692921;6.22442737862513
53;7412AB;Deventer;52.259729411031294;6.1479504638943
161;8265ZV;Kampen;52.547498108571794;5.90652903961141
10;7412ZP;Deventer;52.264173555961506;6.1433705104740595
6;7411MB;Deventer;52.2487007312292;6.169520582647671
578;8265AX;Kampen;52.54807018384751;5.9145941588012505
199;8265XP;Kampen;52.5454472383771;5.90855034827806
13;8261CC;Kampen;52.555657536694405;5.91989691707526
125;7423BA;Deventer;52.252659943344796;6.213681474455281
198;8266BZ;Kampen;52.5487274284198;5.92403889839502
16;8265TV;Kampen;52.5362526306784;5.9132602752163805
7;7412XN;Deventer;52.262401606335494;6.1468700350775896
89;8043JJ;Zwolle;52.5396707096968;6.064131067935199
10;8026PN;Zwolle;52.4885737294103;6.1739924808758495
26;8266CJ;Kampen;52.5480588073115;5.92084972788388
807;8031TK;Zwolle;52.53096768153279;6.08068575469401
42;7415XH;Deventer;52.2743941948156;6.15925212292731
68;8042MK;Zwolle;52.516769397264206;6.04576795720253
77;7411NR;Deventer;52.2548642453051;6.15149254127812
22;7421LD;Deventer;52.241914337160104;6.22661741882519
4;8264BV;Kampen;52.556915199356496;5.888348198366129
18;8261HZ;Kampen;52.5566769601846;5.91931517408806
390;8022DT;Zwolle;52.52205118492889;6.10605157980305
600;8031CK;Zwolle;52.5289442801175;6.0814830232844805
4;7412JH;Deventer;52.25960016502751;6.13999237310843
7;8011SE;Zwolle;52.512118939149104;6.09768091436204
29;8011AM;Zwolle;52.5138154649495;6.08306404867619
39;7413CC;Deventer;52.2609283292694;6.15698475926885
25;8011AN;Zwolle;52.511788184224;6.0840675308455
10;8265TG;Kampen;52.536503799886;5.910555944815509
40;8017BH;Zwolle;52.498655798430605;6.10034789107763
36;8019XV;Zwolle;52.507451876975004;6.07511911078882
10;8017BH;Zwolle;52.4987065282504;6.0980766648131
1;7412NN;Deventer;52.2711744780792;6.13759189022619
7;7422SE;Deventer;52.247994232147995;6.205457360461001
5;8265MT;Kampen;52.5460577662864;5.899502971333691
80;8016MC;Zwolle;52.4752076567191;6.109111795083691
57;8261GD;Kampen;52.5554472731076;5.91582762416587
22;8022PT;Zwolle;52.5167622731484;6.110180463413499
70;7414WH;Deventer;52.2761894175475;6.13871350485424
134;7413PZ;Deventer;52.26413200680471;6.14864265324569
133;8012EE;Zwolle;52.5089346019273;6.10124006616225
419;7423AD;Deventer;52.2518319594975;6.20666295688556
60;8265TL;Kampen;52.5349459887016;5.9173503228322994
1;7412DX;Deventer;52.2621311856415;6.143767192102981
38;7414WB;Deventer;52.273696497363304;6.13903804948869
96;8261VJ;Kampen;52.556287072477;5.91428762418915
95;7422NJ;Deventer;52.2470744677369;6.2070844313556695
15;7412DJ;Deventer;52.2622458119891;6.1491314594025095
7;8265BP;Kampen;52.548684682324705;5.9116143047693495
34;7425PC;Deventer;52.2628464326551;6.232128957503471
44;8016ML;Zwolle;52.4730975809616;6.109231517311809
1;8262WC;Kampen;52.5602882356623;5.89941061110489
248;7412AV;Deventer;52.26899950513929;6.142140636213259
18;8261KG;Kampen;52.5538265385132;5.917810382295411
9;8261AB;Kampen;52.555963819632595;5.92099657483541
67;8016LE;Zwolle;52.476927931175005;6.103473645644421
3;7415BH;Deventer;52.2658429683928;6.15634100172243
11;8017DX;Zwolle;52.498068911467705;6.0901072196399495
31;8265RR;Kampen;52.5427299521941;5.90450757639932
125;7412BL;Deventer;52.2597845938521;6.139035205827559
11;8261XC;Kampen;52.552215843909394;5.92025568680612
11;8021AP;Zwolle;52.5147300442687;6.10339366647764
105;8043RB;Zwolle;52.529213293656206;6.0497695011957004
39;8023AG;Zwolle;52.5152886233228;6.1113837203465495
46;8012VH;Zwolle;52.50732881768621;6.10217008405888
10;8262VN;Kampen;52.5604489557306;5.90301335948885
14;8011AG;Zwolle;52.509415161697795;6.084051051767251
238;8043XX;Zwolle;52.528447231096294;6.05789003503559
182;8043DX;Zwolle;52.5322415387407;6.0616114764677596
46;8262BB;Kampen;52.5645622245604;5.899520864011969
13;8032AL;Zwolle;52.5259294087563;6.10175809462659
183;8043JK;Zwolle;52.5412164461217;6.06478595723976
32;8261HD;Kampen;52.555462088244894;5.917639556696651
11;8031LA;Zwolle;52.5238199155668;6.0862838540319
22;8016CG;Zwolle;52.483624585320705;6.100067001736409
363;8031SE;Zwolle;52.530883090957204;6.078357039788389
20;8264DW;Kampen;52.557988064487105;5.8954556071717
87;8043TM;Zwolle;52.5365759557578;6.03635808431519
75;8032HB;Zwolle;52.5326120483287;6.10092554017828
3;8265MG;Kampen;52.5458714926641;5.897362985544031
25;7412EB;Deventer;52.2634160618715;6.14369689462984
177;8265KT;Kampen;52.5484408150733;5.89541699458864
12;8265LE;Kampen;52.5486887322455;5.8950348380216395
13;7414HR;Deventer;52.2774688939178;6.14733984981579
31;7425CD;Deventer;52.2565517778879;6.2284900901715305
25;8265TL;Kampen;52.53483699388371;5.9180427204056105
14;8264BS;Kampen;52.556595151108894;5.89253406517164
2;7411EP;Deventer;52.252515715233095;6.16178623854843
5;7416SR;Deventer;52.259988657096;6.1839237126434305
21;7416ZT;Deventer;52.2589031896239;6.182278424758071
16;8265MJ;Kampen;52.54561750076199;5.897835063741129
43;8265AA;Kampen;52.549093130166;5.9119298595716
104;7425CB;Deventer;52.256252291893304;6.22510109614914
14;8266AL;Kampen;52.55027121072471;5.92339883210073
28;8262EA;Kampen;52.5624487298141;5.908213574598269
76;7415MB;Deventer;52.26985072299421;6.16061510989941
7;8016DE;Zwolle;52.4874294947194;6.10012162158556
124;7413AT;Deventer;52.26243208954129;6.157014433662501
54;8012XZ;Zwolle;52.5046248557069;6.10590834603174
182;8023XL;Zwolle;52.5082394505066;6.11423503047374
51;7421GE;Deventer;52.245104420250904;6.22492028602422
47;8012VE;Zwolle;52.5073543661462;6.10192759418809
87;8262AC;Kampen;52.5642936462322;5.8950329522174
25;8265XH;Kampen;52.5447096329892;5.912887437441009
33;7415AR;Deventer;52.265382225555804;6.16083038354551
1;7414GN;Deventer;52.2763370513543;6.1541927294609495
14;8023EA;Zwolle;52.5109933158862;6.11351981856842
128;8031VP;Zwolle;52.5296879130996;6.0801435724890105
44;8266CC;Kampen;52.549240407403495;5.91811460787645
36;8043PD;Zwolle;52.5269690456606;6.068885847962531
66;7424AT;Deventer;52.2622207423778;6.21742058256526
28;8266CE;Kampen;52.5488513840743;5.918217976332741
46;8043HR;Zwolle;52.5301283740798;6.059804872005401
49;7415RN;Deventer;52.265569574051895;6.165682102138669
12;8265CK;Kampen;52.5524171347163;5.90688852520639
146;8265RC;Kampen;52.5400134211026;5.90879806695241
515;8031SM;Zwolle;52.5302931533077;6.07830066989963
9;8032LL;Zwolle;52.537438017170494;6.090860146645469
281;8032KH;Zwolle;52.5339439454267;6.103863596660969
30;7417ZP;Deventer;52.253183157409495;6.172944301078269
43;8033DD;Zwolle;52.5399583778809;6.10742503951149
4;7423BJ;Deventer;52.2529736459389;6.2143598313987
49;8265LH;Kampen;52.5480573919952;5.89428761155799
53;8011LC;Zwolle;52.5109245052119;6.087851970504321
26;7423CK;Deventer;52.2555732954671;6.2039831221425095
191;7415LT;Deventer;52.2685793918029;6.15998330656554
84;8265MK;Kampen;52.544637666749495;5.89768312766049
65;7412PD;Deventer;52.2655290422325;6.13290396637138
24;7411KB;Deventer;52.250732365968105;6.1566566247614
8;8026PJ;Zwolle;52.48846715049271;6.169588457851041
8;8265ES;Kampen;52.5543984719295;5.901933385790911
112;8016GM;Zwolle;52.4874562222177;6.1011957297840596
2;8265NE;Kampen;52.5356325419407;5.9138016603912105
23;8024DW;Zwolle;52.5263171830501;6.138798322934929
2;8265BN;Kampen;52.5481079348067;5.91308257010268
10;8011EW;Zwolle;52.508495868735196;6.09952033244362
14;8023AE;Zwolle;52.5150034838262;6.11227059555273
152;8265KX;Kampen;52.5482279816164;5.89484878453848
51;8014BB;Zwolle;52.4869042370428;6.10675983228683
24;8024BK;Zwolle;52.5228743495252;6.1406888121680305
36;7411CC;Deventer;52.2500751265339;6.158141130427481
40;8262NA;Kampen;52.56493127259971;5.9060731711
9;7421GC;Deventer;52.2449762252755;6.22260149452318
27;8011JN;Zwolle;52.5075316901112;6.09722372073408
26;8261JC;Kampen;52.557603452311604;5.91821918147064
19;8266CZ;Kampen;52.548605267010004;5.9228028459857205
51;7412XB;Deventer;52.261884818173506;6.1485383077853
6;7421DE;Deventer;52.2420997061545;6.21076815724422
37;7425AS;Deventer;52.2566625850551;6.22046585888947
70;8016MC;Zwolle;52.47542978090961;6.10928842846141
86;8014RT;Zwolle;52.4816139958363;6.1162104263254
114;8031MD;Zwolle;52.523009788846;6.087317993155941
20;8262CK;Kampen;52.5622871001495;5.90171791127556
17;8261LA;Kampen;52.55259330993729;5.92021258167075
73;8031KT;Zwolle;52.5290767056109;6.08584414474949
18;8262RM;Kampen;52.5629213322458;5.90458673759165
64;8011HD;Zwolle;52.505847439187605;6.09506929174057
8;8016DP;Zwolle;52.485095367664;6.099346650090519
21;8265ZZ;Kampen;52.5484426398094;5.906924762177559
74;8013AG;Zwolle;52.5020463360217;6.11109867727144
3;7411LX;Deventer;52.2534955840354;6.1558051289711395
126;7423CG;Deventer;52.25719094474071;6.20919776625117
12;8261JG;Kampen;52.555762919642106;5.92048594212779
5;7415SR;Deventer;52.26578128495271;6.16539486928313
2;8023XH;Zwolle;52.510104873131105;6.10987828553601
52;7424CJ;Deventer;52.260042185889205;6.21149155197402
22;8267AW;Kampen;52.6157626790796;5.97086240149098
85;8264PA;Kampen;52.5478238330052;5.85767028312359
66;8265WB;Kampen;52.544299082281704;5.91684602030205
30;8017BZ;Zwolle;52.495922938601296;6.10438757276717
135;8265GE;Kampen;52.556106252155296;5.90393516376881
2;8265ST;Kampen;52.5389492574286;5.91098120844384
40;7415DJ;Deventer;52.2702366542457;6.15570609254761
258;7414EL;Deventer;52.274447371426106;6.1525027169917905
743;8031TH;Zwolle;52.5306707558802;6.080729499727299
39;8044PH;Zwolle;52.5422892983792;6.040100761061731
2;7413XW;Deventer;52.258462549495704;6.16065144241273
135;8021XB;Zwolle;52.5200228774593;6.0979661133901
46;8262VG;Kampen;52.55947848007;5.9034522186305205
60;8262WM;Kampen;52.5593584531536;5.89979262735446
64;8265KE;Kampen;52.5479954836816;5.89712177439844
29;8016AE;Zwolle;52.4847790789632;6.101987672935111
100;8265MK;Kampen;52.54475669389621;5.8982660507702995
15;8012AA;Zwolle;52.5035787808249;6.09885284491953
200;7414VE;Deventer;52.276992093067896;6.13890488954889
130;8265WL;Kampen;52.5461027081155;5.916356717665
42;7414GR;Deventer;52.2783928084741;6.15457988499878
139;8264AE;Kampen;52.560507070700105;5.89154031003075
2;7425RJ;Deventer;52.264159675243704;6.232173287528419
33;7412BP;Deventer;52.2574208302466;6.1466603572558
34;8032HM;Zwolle;52.531971445307704;6.10072326373674
26;8019BG;Zwolle;52.502366922759705;6.065427917188469
194;8266BZ;Kampen;52.548682633466996;5.92391809409122
10;8262CS;Kampen;52.5623315212638;5.90252040324081
100;8043BV;Zwolle;52.535035228547;6.062311834961379
3;7415JP;Deventer;52.266123544162795;6.16837317572754
49;8265KP;Kampen;52.548338631812;5.89883364817995
6;7425RC;Deventer;52.264630734399795;6.232466359040611
16;8262CK;Kampen;52.56237714773;5.90165702244905
78;7424CG;Deventer;52.259200457241896;6.2161777687793895
337;7411RJ;Deventer;52.2554747987076;6.1557314131493195
10;8043VS;Zwolle;52.5318190953265;6.05489861589525
12;8032BL;Zwolle;52.52645208277799;6.1070649463541296
70;7415DB;Deventer;52.26908802024901;6.163737755959481
116;8266BP;Kampen;52.549143159211596;5.915105974410889
6;8265EX;Kampen;52.5528374853995;5.9008728216441
163;8261VE;Kampen;52.559789529242295;5.91232336912931
3;8265PJ;Kampen;52.53206141740151;5.93540382265123
22;8265RE;Kampen;52.54140490327371;5.90867769991558
9;7425RT;Deventer;52.267274186181794;6.234023659255871
46;7412ZL;Deventer;52.2620756584408;6.141954436341329
12;8266HA;Kampen;52.5510686520621;5.9142245220503495
2;8265SW;Kampen;52.5381103717629;5.912384278651491
88;8011JL;Zwolle;52.505517827939904;6.0955072575432405
73;7412CX;Deventer;52.2723604881065;6.140820449934631
3;8043JX;Zwolle;52.5410454223714;6.06055484069642
41;7423DN;Deventer;52.2569711590627;6.208490665261411
52;7414HP;Deventer;52.2786956442146;6.1491227311114205
20;7412VA;Deventer;52.2593340771284;6.152328663566389
40;8265ND;Kampen;52.5345385516434;5.91345871429104
41;8266DJ;Kampen;52.5492498427589;5.9204420427527795
49;7415SG;Deventer;52.266176397928;6.164448005134161
191;8043JK;Zwolle;52.5412391740789;6.065209453546309
8;8266JD;Kampen;52.538586913214594;5.93264795708687
224;8022DN;Zwolle;52.522199057774;6.10583796693368
33;8023WE;Zwolle;52.5102521509713;6.11208918712265
6;8265ZA;Kampen;52.5453492688472;5.9130226677476205
6;8022NA;Zwolle;52.51700694196771;6.11152259718274
5;8261KN;Kampen;52.553445564831;5.91851113624954
21;8024CA;Zwolle;52.5226483657952;6.13373039220902
117;7413ZG;Deventer;52.258941694163504;6.1653828631232095
6;8012AN;Zwolle;52.50428705643699;6.09731198551296
2;8261JT;Kampen;52.554361561005;5.92167698587129
19;7411NW;Deventer;52.253430492339604;6.15217213360137
6;8012VD;Zwolle;52.5064095511336;6.1007651361174595
24;8265ZR;Kampen;52.547738345919704;5.9077484369583795
43;8266DN;Kampen;52.5487093046509;5.91866516162879
20;8023WC;Zwolle;52.5105008967305;6.111533864721099
104;8021AZ;Zwolle;52.514887737214295;6.1080453579517195
15;8267AH;Kampen;52.583481326721106;5.8927341874009596
21;8261JR;Kampen;52.554570348850696;5.92234663993732
66;8262GD;Kampen;52.5605880659511;5.90263388055839
117;8265CC;Kampen;52.549264224984;5.90793872381832
31;8265EL;Kampen;52.5539564960751;5.89858528973376
37;8261XD;Kampen;52.553635983569094;5.916954401077829
134;8261EW;Kampen;52.5612434794403;5.911637983972019
48;8032HM;Zwolle;52.5313738782094;6.1008849824868
81;7415JR;Deventer;52.2676077772501;6.1668316883547
92;7414WC;Deventer;52.273640610232704;6.13898284792225
19;8042CV;Zwolle;52.523992247789;6.04987262000465
23;7411KW;Deventer;52.251379143287004;6.154266000977151
5;8019BT;Zwolle;52.50249147329479;6.06217979014346
2;7421GS;Deventer;52.2466995383199;6.22829306120384
87;8264DN;Kampen;52.559071869033396;5.895482583680919
38;7421DN;Deventer;52.241208325935;6.21162391291809
8;8266LS;Kampen;52.5346242264217;5.92465987121204
59;7415VD;Deventer;52.272455731564705;6.16359075999781
47;7413XZ;Deventer;52.259611076967104;6.168158301218799
8;8262EK;Kampen;52.5599819810361;5.908360393568831
101;7416AK;Deventer;52.2587427697285;6.1693633125262
9;7417BL;Deventer;52.2532553114604;6.170485899029161
203;8265GH;Kampen;52.5560098016574;5.903701423546151
12;7413XW;Deventer;52.258595533596704;6.160932050051401
33;8262WB;Kampen;52.559823296697296;5.898826281364781
4;8014ZZ;Zwolle;52.48392662467871;6.10889052997784
90;8265GX;Kampen;52.5536889413319;5.89393631313512
11;8266DC;Kampen;52.549273393457604;5.922447481242889
11;7421DS;Deventer;52.2408193100741;6.21077727419724
11;7416BH;Deventer;52.257385586820796;6.1708526754887
38;8024XL;Zwolle;52.5227292529752;6.14330060082312
32;8031VM;Zwolle;52.5293658408396;6.07648777351786
12;8023WC;Zwolle;52.5103696050111;6.111241063637201
20;7424AS;Deventer;52.262010952803;6.21785611648414
79;8043NV;Zwolle;52.54299374577;6.057627493753389
21;8265TL;Kampen;52.534909195237894;5.917941068661691
17;7423CS;Deventer;52.2565446724685;6.205187325340071
41;8044PN;Zwolle;52.54069988390199;6.03814168853708
10;7424GV;Deventer;52.2656941413196;6.22079106591274
1;7412DV;Deventer;52.2622483675607;6.145116828757059
46;8022RD;Zwolle;52.5166437284975;6.10825189930976
149;8265GE;Kampen;52.5560741071686;5.90376522861784
2;8265TN;Kampen;52.53655789193271;5.9175089481571606
114;8043JP;Zwolle;52.5424029889143;6.066079600350309
1;8023BH;Zwolle;52.517065839111794;6.11364304174415
89;8265BC;Kampen;52.546113627131994;5.913987530923491
12;8012XG;Zwolle;52.501533954703596;6.108042562961169
44;8262BB;Kampen;52.564581822357205;5.89951961697171
13;8265GV;Kampen;52.552900983663996;5.895795449103839
7;7411JN;Deventer;52.2521977866709;6.1573536043449995
63;8261AH;Kampen;52.5609281389827;5.91503816338861
13;8032JE;Zwolle;52.5332333534344;6.103528656186169
85;8262DC;Kampen;52.5618005733537;5.905202810417101
3;7412MA;Deventer;52.268458213244706;6.14104732153329
66;7412MS;Deventer;52.2689139291566;6.13723127086303
195;7412CG;Deventer;52.2604285850121;6.14014954595374
48;8042CT;Zwolle;52.524057844092106;6.049071595613951
77;8265BB;Kampen;52.54696108381061;5.91131667991021
18;8023AA;Zwolle;52.5154164314011;6.11069082717674
53;8266CB;Kampen;52.5491545560421;5.91790047616343
23;7425PS;Deventer;52.2608316745891;6.2307975321977604
589;8031ET;Zwolle;52.5254978098709;6.08340973732031
5;8014HA;Zwolle;52.4833234138466;6.123033356585751
24;8031VM;Zwolle;52.5293657861423;6.0763625985214995
58;8265CN;Kampen;52.5521632702024;5.90651855033105
25;8033ED;Zwolle;52.5372153564936;6.106798786211081
152;7417WP;Deventer;52.2548376021381;6.18237172842473
11;7415ZP;Deventer;52.2727044635761;6.15987995741824
55;8043JN;Zwolle;52.5400999227108;6.06348708968279
28;7413TC;Deventer;52.261091789734;6.155862172933039
10;8012VN;Zwolle;52.50561490639811;6.100223528032481
34;8262EL;Kampen;52.561139508832596;5.90939281443607
22;7414CB;Deventer;52.2743045498354;6.1460256526465
2;8011BV;Zwolle;52.5133006555886;6.0861013312393295
4;7424GX;Deventer;52.26513787777229;6.22140410172034
36;7415TP;Deventer;52.265491635126494;6.16389506442781
62;8262BV;Kampen;52.563532971985104;5.90672736070298
54;8265JE;Kampen;52.5539001741271;5.890694467833081
216;7414AH;Deventer;52.273479294536294;6.14431304971882
606;7423AM;Deventer;52.251603299932604;6.20598130200669
114;8017PK;Zwolle;52.497074225070804;6.094025991014671
61;8043TS;Zwolle;52.5371462140732;6.03688325094918
1;8043NV;Zwolle;52.5409866704686;6.05653923023247
38;8265ZM;Kampen;52.546627669465195;5.90814918842014
3;8017BZ;Zwolle;52.49686436681021;6.104175004318139
370;8031BZ;Zwolle;52.526858095539296;6.081183952016651
13;8266KC;Kampen;52.537713617845796;5.92688688391482
141;7415KW;Deventer;52.268842033922795;6.17047200273784
15;8033BG;Zwolle;52.5312029155375;6.11415595405687
66;8014WB;Zwolle;52.4794923037058;6.1107030462677
14;7416WH;Deventer;52.25875871681029;6.17297487176223
41;7421HH;Deventer;52.244540560938304;6.2311167418166304
42;8262WM;Kampen;52.5595971918479;5.90034411200928
69;8265HS;Kampen;52.5528024088933;5.893072793098531
35;8264DE;Kampen;52.560818103986904;5.89573616463078
6;7411RR;Deventer;52.2559123403619;6.152693187269289
8;8266CG;Kampen;52.548545875168;5.920038595004099
17;8266KJ;Kampen;52.53618974170521;5.92944253221259
63;8016CL;Zwolle;52.4822135857959;6.09943749429216
12;8265CD;Kampen;52.550097802158;5.90973236874034
30;7411EM;Deventer;52.2513687427905;6.16330967874815
44;7415SC;Deventer;52.2654789762531;6.1675576748906895
